Unique_ID,Category,Facility,ItemNumber,Item Unit,ItemName,Substance Name,Waste (AER) Code,DATAAREAID
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Sludge - Lime,SLGLIM,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Sludge - Process,SLGPRO,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Sweetening Agents (solids),SWTSOL,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Wash Fluids - Water,WSHWTR,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Waste - Miscellaneous,WSTMIS,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Waste Flammable Liquid,WSTFLQ,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Waste Flammable Solid,WSTFSD,sesc
706065sesc,Standard,,706065,M3,Waste Pad Solids Disposal,Well Workover Fluids,WWOFLD,sesc
706082sesc,Standard,,706082,M3,Vac Truck Cement Returns,Cement,CEMENT,sesc
706082sesc,Standard,,706082,M3,Vac Truck Cement Returns,Non-Oilfield Waste,NONOFD,sesc
706110sesc,Standard,,706110,M3,Drilling Fluids,GEL,DRWSGC,sesc
706110sesc,Standard,,706110,M3,Drilling Fluids,INVERT,DRWSHC,sesc
706110sesc,Standard,,706110,M3,Drilling Fluids,Non-Oilfield Waste,NONOFD,sesc
706110sesc,Standard,,706110,M3,Drilling Fluids,POLYMER,DRWSAC,sesc
706111sesc,Standard,,706111,M3,Scavenger - Vac Truck,Non-Oilfield Waste,NONOFD,sesc
706111sesc,Standard,,706111,M3,Scavenger - Vac Truck,Sweetening Agents (liquids),SWTLIQ,sesc
706111sesc,Standard,,706111,M3,Scavenger - Vac Truck,Waste Flammable Liquid,WSTFLQ,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Contaminated Debris & Soil (crude oil/condensate),SOILCH,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (chem/solvent),HYDVCH,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (crude/condi),HYDVCO,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (produced water/salt),HYDVPW,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Hydrovac Material (sulfur),HYDVSU,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Non-Oilfield Waste,NONOFD,sesc
706112sesc,Standard,,706112,M3,Hydrovac Slurry,Waste - Miscellaneous,WSTMIS,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Acid,ACID,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Activated Carbon,ACTCRB,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Boiler Blowdown Water,BLBDWT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Catalyst (non-sulphur),CATNS,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Catalyst (Sulphur),CATSU,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Cement,CEMENT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Contaminated Debris and Soil (refined fuels/oils),SOILRO,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Dessicant,DESICT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Drilling Waste Gel Chemical,DRWSGC,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Drilling Waste Hydrocarbon,DRWSHC,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Filters (Media),FILWTT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Frac Fluid (water based),FRFLDW,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Frac Sand - Non-Radioactive,FRCSND,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Glycol Solutions (cont.Lead or other heavy metals),GLYCHM,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Glycol Solutions (no heavy metals),GLYC,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,High Solids Produced Water,HSPWTR,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrotest Fluids - Methanol,METHNL,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (chem/solvent),HYDVCH,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (crude/condi),HYDVCO,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (produced water/salt),HYDVPW,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Hydrovac Material (sulfur),HYDVSU,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Non-Oilfield Waste,NONOFD,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Pigging Waste (liguid & wax),PIGWST,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Residual formation fines after treatment and settl,FRMFNS,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Salt Heat Medium,SALT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sand - Produced,SAND,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Cooling Tower,SLGCTW,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Emulsion,SLGEML,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Flare Pit,SLGPIT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Gas Sweetening Systems,SLGSWT,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Hydrocarbon,SLGHYD,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Lime,SLGLIM,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Process,SLGPRO,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sludge - Sulphur,SLGSUL,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Snow Melt,CWATER,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sweetening Agents,SWTSOL,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Sweetening Agents (liquids),SWTLIQ,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Tank Bottoms,SLGHYD,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Treater Hay,TRTHAY,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Wash Fluids - Organic,WSHORG,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Wash Fluids - Water,WSHWTR,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Waste - Miscellaneous,WSTMIS,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Waste Flammable Liquid,WSTFLQ,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Water Process (with heavy metals),PWTRHM,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Water Process (with organic chemicals),PWTROR,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Water-Contaminated Produced (Incl Brine Solutions),WATER,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Waters Contaminated (collected surface waters),CWATER,sesc
706132sesc,Standard,,706132,M3,Heavy Oil Processing - Solids 0.1-10%,Well Workover Fluids,WWOFLD,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Acid,ACID,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Activated Carbon,ACTCRB,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Boiler Blowdown Water,BLBDWT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Catalyst (non-sulphur),CATNS,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Catalyst (Sulphur),CATSU,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Cement,CEMENT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Contaminated Debris and Soil (refined fuels/oils),SOILRO,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Dessicant,DESICT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Drilling Waste Gel Chemical,DRWSGC,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Drilling Waste Hydrocarbon,DRWSHC,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Filters (Media),FILWTT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Frac Fluid (water based),FRFLDW,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Frac Sand - Non-Radioactive,FRCSND,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Glycol Solutions (cont.Lead or other heavy metals),GLYCHM,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Glycol Solutions (no heavy metals),GLYC,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,High Solids Produced Water,HSPWTR,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrotest Fluids - Methanol,METHNL,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (chem/solvent),HYDVCH,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (crude/condi),HYDVCO,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (produced water/salt),HYDVPW,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Hydrovac Material (sulfur),HYDVSU,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Non-Oilfield Waste,NONOFD,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Pigging Waste (liguid & wax),PIGWST,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Residual formation fines after treatment and settl,FRMFNS,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Salt Heat Medium,SALT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sand - Produced,SAND,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Cooling Tower,SLGCTW,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Emulsion,SLGEML,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Flare Pit,SLGPIT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Gas Sweetening Systems,SLGSWT,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Glycol/Gas Drying,SLGGLY,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Hydrocarbon,SLGHYD,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Lime,SLGLIM,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Process,SLGPRO,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sludge - Sulphur,SLGSUL,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Snow Melt,CWATER,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sweetening Agents,SWTSOL,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Sweetening Agents (liquids),SWTLIQ,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Tank Bottoms,SLGHYD,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Treater Hay,TRTHAY,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Wash Fluids - Organic,WSHORG,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Wash Fluids - Water,WSHWTR,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Waste - Miscellaneous,WSTMIS,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Waste Flammable Liquid,WSTFLQ,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Water Process (with heavy metals),PWTRHM,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Water Process (with organic chemicals),PWTROR,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Water-Contaminated Produced (Incl Brine Solutions),WATER,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Waters Contaminated (collected surface waters),CWATER,sesc
706135sesc,Standard,,706135,M3,Heavy Oil Processing - Solids 10.1-20%,Well Workover Fluids,WWOFLD,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Acid,ACID,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Activated Carbon,ACTCRB,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Boiler Blowdown Water,BLBDWT,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Catalyst (non-sulphur),CATNS,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Catalyst (Sulphur),CATSU,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,"Caustic Solutions (unneutralized, spent)",CAUS,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Cement,CEMENT,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Contaminated Debris and Soil (chem/solvent),SOILCH,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Contaminated Debris and Soil (crude oil/condensate,SOILCO,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Contaminated Debris and Soil (emulsion),SOILEM,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Contaminated Debris and Soil (produced/salt water),SOILPW,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Contaminated Debris and Soil (refined fuels/oils),SOILRO,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Contaminated Debris and Soil (sulphur),SOILSU,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Corrosion Inhibitor/Oxygen Scavenger Solutions,CORINH,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Crude Oil/Condensate Emulsions (residuals after tr,COEMUL,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Dessicant,DESICT,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Drilling Waste Advanced Gel Chemical,DRWSAC,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Drilling Waste Gel Chemical,DRWSGC,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Drilling Waste Hydrocarbon,DRWSHC,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Filter Backwash Liquids (gas sweetening),FLBWSW,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Filter Backwash Liquids (water treatment),FLBWWT,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Filters (Media),FILWTT,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Frac Fluid (hydrocarbon based),FRFLDH,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Frac Fluid (water based),FRFLDW,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Frac Sand - Non-Radioactive,FRCSND,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Glycol Solutions (cont.Lead or other heavy metals),GLYCHM,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Glycol Solutions (no heavy metals),GLYC,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,High Solids Produced Water,HSPWTR,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrotest Fluids - Methanol,METHNL,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (chem/solvent),HYDVCH,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (crude/condi),HYDVCO,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (emulsion impacted),HYDVEM,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (mercury/heavy metal),HYDVHM,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (pesticide/herbicide),HYDVPT,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (produced water/salt),HYDVPW,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (refined fuel/oil),HYDVRO,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Hydrovac Material (sulfur),HYDVSU,sesc
706138sesc,Standard,,706138,M3,Heavy Oil Processing - Solids 20.1-40%,Non-Oilfield Class 1B Water (Secure Leachate Only),NONOFD,sesc
